"region","year","month","protocol","complete_checklists","unique_observers","unique_localities","source_events","event_complexes","duration_q50","duration_q90","travel_distance_q50","travel_distance_q90","maximum_observer_checklist_share","maximum_locality_checklist_share","repeat_localities","shoreline_link_support","support_label"
"WCVI",1988,2,"Traveling",2,1,2,1,1,50,170,2,6,1,0.5,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",1988,5,"Traveling",1,1,1,1,1,180,180,3.5,3.5,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",1988,4,"Traveling",1,1,1,1,1,165,165,3.5,3.5,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",1988,3,"Traveling",1,1,1,1,1,165,165,3.5,3.5,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",1988,2,"Stationary",1,1,1,1,1,30,30,,,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1989,1,"Stationary",1,1,1,39,26,45,45,,,39,39,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",1989,7,"Traveling",2,1,2,24,18,60,270,0.805,0.805,12,6,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",1989,2,"Traveling",4,2,4,2,2,90,240,2,3.5,1,0.5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",1989,1,"Traveling",2,2,2,2,2,115,150,2,3.5,1,1,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",1989,4,"Traveling",4,2,4,2,2,140,230,3,6.5,1,0.5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",1989,5,"Traveling",4,2,4,2,2,90,180,4,5,1.25,0.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",1989,6,"Traveling",2,2,2,1,1,150,210,3.5,6,0.5,0.5,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",1989,3,"Traveling",1,1,1,2,2,60,60,2,2,2,2,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",1989,5,"Stationary",1,1,1,1,1,40,40,,,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",1989,2,"Stationary",1,1,1,1,1,60,60,,,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1990,4,"Traveling",3,1,3,27,14,70,180,2,8,12.33333,5.66667,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",1990,4,"Traveling",2,1,2,67,28,30,30,0.6,0.6,37,33.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1990,4,"Stationary",2,1,2,10,5,60,60,,,7.5,5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1990,4,"Traveling",1,1,1,2,2,270,270,3.8,3.8,2,2,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1990,4,"Stationary",1,1,1,6,5,30,30,,,6,6,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1990,6,"Traveling",1,1,1,2,2,120,120,8,8,2,2,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1990,6,"Traveling",2,1,2,20,11,210,210,8,8,10,5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",1990,6,"Traveling",1,1,1,7,7,210,210,8,8,7,7,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1990,2,"Stationary",1,1,1,7,5,120,120,,,7,7,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1990,5,"Traveling",2,1,2,7,7,20,90,2,2.5,3.5,2.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1991,3,"Traveling",3,2,3,12,7,40,55,1.3,2,7.33333,3.66667,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",1991,1,"Traveling",3,1,2,1,1,80,80,1.5,3,1,0.66667,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",1991,2,"Traveling",2,1,1,1,1,50,90,3,4,1,1,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",1991,3,"Traveling",1,1,1,1,1,45,45,1.5,1.5,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",1991,4,"Traveling",4,1,2,1,1,60,75,3,4,1,0.75,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",1991,5,"Traveling",4,2,1,1,1,60,90,3,4,0.5,1,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1991,6,"Traveling",1,1,1,4,3,183,183,2,2,4,4,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1991,4,"Traveling",5,2,4,12,7,105,195,4,5,8.8,4.4,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",1991,12,"Stationary",1,1,1,1,1,45,45,,,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1991,6,"Stationary",2,2,2,12,7,60,60,,,5.5,5.5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",1991,2,"Stationary",2,1,2,1,1,40,60,,,1,0.5,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1991,3,"Stationary",1,1,1,11,7,45,45,,,11,11,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1992,3,"Traveling",9,3,8,4,4,30,105,1,3,1,0.33333,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",1992,3,"Traveling",6,2,5,1,1,45,120,1,4.828,0.83333,0.33333,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1992,5,"Traveling",1,1,1,2,2,60,60,0.5,0.5,2,2,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1992,5,"Stationary",2,2,2,2,2,25,75,,,0.5,0.5,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1992,6,"Traveling",2,1,2,7,7,120,120,1.609,1.609,3.5,2,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1992,1,"Traveling",6,4,6,1,1,120,180,3,5,0.33333,0.16667,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",1992,1,"Traveling",10,5,8,2,1,120,180,4,5,0.5,0.2,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1992,3,"Stationary",8,3,7,4,4,20,55,,,1,0.375,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",1992,3,"Stationary",6,3,5,1,1,20,75,,,0.5,0.33333,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1992,1,"Stationary",4,2,3,1,1,25,65,,,0.75,0.5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",1992,1,"Stationary",4,2,3,1,1,25,65,,,0.75,0.5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1992,2,"Stationary",3,1,3,1,1,10,15,,,1,0.33333,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",1992,2,"Stationary",3,1,3,1,1,10,15,,,1,0.33333,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",1992,2,"Traveling",1,1,1,2,1,90,90,2,2,2,2,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",1992,2,"Traveling",4,1,4,20,5,60,150,2,6,13,5,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",1992,4,"Traveling",5,2,4,2,1,60,270,3,6,0.8,0.4,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1992,4,"Traveling",7,3,7,9,8,90,180,4,6,2.14286,0.71429,5,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1992,4,"Stationary",4,2,4,6,5,20,120,,,1.75,1.25,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",1992,4,"Stationary",2,1,2,1,1,5,15,,,1,0.5,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",1992,5,"Traveling",1,1,1,2,1,45,45,1.5,1.5,2,2,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1992,6,"Stationary",3,2,3,4,4,85,195,,,2,1,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",1992,6,"Traveling",1,1,1,17,3,30,30,1,1,17,17,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",1992,5,"Stationary",1,1,1,1,1,75,75,,,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",1993,6,"Stationary",1,1,1,8,8,90,90,,,8,8,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1993,3,"Traveling",8,3,4,11,7,120,120,2,5,3.125,3.125,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1993,3,"Stationary",2,2,2,5,4,15,75,,,2.5,2.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1993,4,"Traveling",8,4,5,20,15,120,210,2,5,2.5,2.5,5,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1993,6,"Traveling",4,2,2,5,4,120,120,2,4.828,2.5,2.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1993,5,"Traveling",6,3,5,5,4,50,150,1.609,3,2.5,1.66667,5,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1993,2,"Traveling",3,1,1,5,4,120,120,2,2,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1993,1,"Traveling",1,1,1,5,4,120,120,2,2,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1993,5,"Stationary",1,1,1,5,4,20,20,,,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",1993,5,"Traveling",1,1,1,8,1,30,30,1.5,1.5,8,8,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",1994,5,"Stationary",1,1,1,3,3,20,20,,,3,3,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1994,5,"Traveling",2,2,2,5,5,15,120,1,2,2,2,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1994,3,"Traveling",4,3,2,4,3,60,120,5,9.656,0.75,0.75,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1994,2,"Traveling",8,2,2,1,1,120,120,2,2,0.875,0.875,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1994,1,"Traveling",2,1,1,1,1,120,120,2,2,1,1,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1994,4,"Traveling",5,3,4,8,7,20,45,0.3,1.5,1.4,1.4,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1994,4,"Stationary",8,1,3,1,1,10,90,,,1,0.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1994,4,"Traveling",1,1,1,1,1,20,20,0.3,0.3,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",1994,3,"Traveling",1,1,1,16,12,60,60,9.656,9.656,16,16,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1995,8,"Traveling",1,1,1,1,1,90,90,2,2,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1995,8,"Stationary",1,1,1,1,1,75,75,,,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1995,5,"Stationary",1,1,1,11,10,25,25,,,11,11,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1995,4,"Stationary",11,2,11,36,22,30,45,,,9.90909,1.72727,11,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1995,7,"Traveling",1,1,1,1,1,120,120,2,2,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1995,6,"Traveling",2,2,2,1,1,105,120,2,8.047,0.5,0.5,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1995,5,"Traveling",1,1,1,1,1,120,120,2,2,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1995,2,"Traveling",2,1,2,10,7,60,60,0.4,1,10,5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1996,3,"Traveling",5,1,5,26,13,90,150,2,3,25,5,5,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1996,5,"Stationary",1,1,1,1,1,15,15,,,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1996,4,"Stationary",1,1,1,15,5,60,60,,,15,15,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1996,4,"Traveling",6,1,6,38,14,60,120,1,1,16.66667,4.16667,6,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1996,5,"Traveling",3,1,3,1,1,90,180,2,4,1,0.33333,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1997,5,"Traveling",1,1,1,16,12,60,60,2,2,16,16,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1997,4,"Stationary",2,1,1,5,5,60,60,,,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1997,4,"Traveling",2,1,2,5,5,75,114,1,2,5,2.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1997,1,"Traveling",2,1,2,13,9,120,150,1.7,1.7,12.5,6.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1997,7,"Traveling",1,1,1,5,5,240,240,4,4,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1997,2,"Traveling",1,1,1,5,5,107,107,1.5,1.5,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1997,3,"Stationary",1,1,1,5,5,150,150,,,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1997,3,"Traveling",2,2,2,21,17,75,75,2.5,2.5,8,8,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1998,1,"Stationary",2,1,2,8,7,10,20,,,8,4,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1998,3,"Traveling",1,1,1,12,10,90,90,2.3,2.3,12,12,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1998,3,"Stationary",1,1,1,3,2,38,38,,,3,3,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1998,4,"Stationary",1,1,1,3,2,30,30,,,3,3,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1998,1,"Traveling",1,1,1,8,7,15,15,4,4,8,8,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1998,5,"Traveling",10,1,6,20,14,75,200,0.7,2.8,10.9,3.3,6,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1998,5,"Stationary",1,1,1,11,10,20,20,,,11,11,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1998,6,"Stationary",1,1,1,2,2,30,30,,,2,2,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",1998,6,"Traveling",2,1,2,1,1,60,180,2,2,1,0.5,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1999,2,"Traveling",1,1,1,7,5,75,75,0.5,0.5,7,7,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1999,2,"Stationary",1,1,1,5,4,15,15,,,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1999,3,"Traveling",9,2,6,34,22,30,150,0.3,2.3,6.33333,2,6,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1999,4,"Traveling",3,3,3,16,11,180,180,1.2,1.2,3.33333,3.33333,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1999,4,"Stationary",2,1,2,5,4,30,150,,,5,2.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1999,5,"Traveling",5,3,5,19,15,60,120,4.828,9,2.4,2,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",1999,6,"Stationary",1,1,1,1,1,20,20,,,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2000,3,"Stationary",5,5,5,29,27,30,120,,,3.4,3.4,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2000,4,"Stationary",4,3,4,23,21,45,60,,,5.25,4,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2000,7,"Traveling",1,1,1,2,2,120,120,2,2,2,2,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2000,6,"Traveling",4,2,2,2,2,120,120,2,2,1.5,1.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2000,5,"Traveling",6,2,2,3,2,120,120,2,2,1.33333,1.33333,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2000,4,"Traveling",7,4,4,16,14,150,150,0.25,2,1.85714,1.85714,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2000,3,"Traveling",8,2,4,19,17,200,200,4,4,2.625,2.125,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2000,2,"Traveling",3,1,1,2,2,120,120,2,2,2,2,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2000,2,"Stationary",2,2,2,10,9,75,75,,,4.5,4.5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2000,6,"Stationary",2,2,2,2,2,20,120,,,1,1,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2000,4,"Traveling",1,1,1,1,1,25,25,0.25,0.25,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2000,7,"Stationary",1,1,1,1,1,120,120,,,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2000,5,"Stationary",1,1,1,1,1,120,120,,,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2001,5,"Traveling",11,6,9,23,19,120,180,1.609,6,1.54545,1,7,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2001,6,"Traveling",5,2,2,2,2,120,120,2,2,0.8,0.8,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2001,4,"Traveling",10,6,6,5,5,120,150,2.3,4,0.6,0.6,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2001,3,"Traveling",5,4,4,5,5,120,240,2,3.219,1,1,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2001,2,"Traveling",4,2,2,1,1,120,120,2,2,0.75,0.75,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2001,1,"Traveling",1,1,1,1,1,120,120,2,2,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2001,2,"Stationary",2,2,2,9,9,30,30,,,3,3,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2001,3,"Stationary",4,3,4,19,18,120,120,,,6.25,3.75,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2001,4,"Stationary",2,2,2,18,17,105,105,,,7.5,7.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2001,5,"Stationary",1,1,1,3,3,20,20,,,3,3,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2001,4,"Stationary",1,1,1,3,2,40,40,,,3,3,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2001,1,"Stationary",1,1,1,3,2,45,45,,,3,3,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2001,2,"Stationary",1,1,1,3,2,65,65,,,3,3,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2001,3,"Stationary",1,1,1,3,2,45,45,,,3,3,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2001,6,"Stationary",2,1,1,1,1,10,60,,,1,1,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2001,1,"Stationary",1,1,1,11,7,45,45,,,11,11,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2001,5,"Traveling",1,1,1,16,11,120,120,3.219,3.219,16,16,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2002,5,"Traveling",8,2,6,59,42,60,210,2.4,6,17.5,7,6,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2002,4,"Traveling",9,2,9,38,27,150,180,2,3,9,2.22222,9,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2002,4,"Stationary",2,1,2,8,4,15,33,,,8,4,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2002,1,"Stationary",2,1,2,3,2,10,30,,,3,1.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2002,3,"Stationary",2,1,2,8,4,10,20,,,8,4,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2002,2,"Stationary",2,1,2,8,4,10,30,,,8,4,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2002,5,"Stationary",49,3,49,46,36,5,10,,,7.34694,0.57143,49,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2002,6,"Stationary",63,2,55,32,28,10,10,,,4.74603,0.4127,54,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2002,7,"Stationary",23,1,22,5,5,5,5,,,2.86957,0.17391,16,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2002,5,"Traveling",1,1,1,8,4,360,360,8.047,8.047,8,8,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2002,3,"Traveling",6,3,6,41,29,71,180,2,4,10.83333,3.5,6,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2003,3,"Stationary",2,1,2,9,4,28,31,,,9,4.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2003,1,"Stationary",2,1,2,7,3,15,40,,,7,3.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2003,2,"Stationary",2,1,2,9,4,15,30,,,9,4.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2003,6,"Traveling",2,1,1,1,1,180,240,4,5,1,1,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2003,6,"Traveling",1,1,1,15,10,120,120,5,5,15,15,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2003,5,"Traveling",2,2,2,26,21,300,300,3.2,4.828,10.5,10.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2003,1,"Stationary",1,1,1,4,4,60,60,,,4,4,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2003,2,"Traveling",1,1,1,5,5,90,90,1,1,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2003,2,"Stationary",1,1,1,4,4,60,60,,,4,4,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2003,4,"Traveling",2,2,2,27,20,120,120,0.5,9,7.5,7.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2003,6,"Traveling",1,1,1,8,6,60,60,6.437,6.437,8,8,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2004,7,"Stationary",1,1,1,3,3,5,5,,,3,3,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
