"v1_effect_row_id","pooling_family_id_v2","component_evidence_id","model_id","canonical_model_id","included_in_future_estimator","disposition_reason_code","numeric_input_reason_code"
"v1r_0497e698cdb10626dfc5953a","pf2_176e567f26499122540dc51f","ce2_7e2952c4c7970a2fd49999be","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_049e9a2f399d615903726b92","pf2_83de5c75cd8e3eed9c391625","ce2_2c8b40c807a3199bbab09567","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_049f9325f88590c8e778f151","pf2_625ea416a9f5b375e7c490da","ce2_b88a3cdd791034c94a5750d0","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_04ad93bfe4191ec6d03c96a9","pf2_60e186458b114306b9897a8d","ce2_0f26c5ab858569deb81d800f","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_04e5b155d3e00d7363011d0f","pf2_09fa5f08ca9b9221d529eeb6","ce2_474365bf13cec688e7f603de","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_04e7f6bed59010cf2b2581ce","pf2_e2b001e4dc833b785d92a998","ce2_0f51bdf9437b083ea4dd5bbd","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_04ed2dc148dbea0fb6028c11","pf2_0bdfe4f2895698685dec17c5","ce2_f0e0ba66039723f03f847648","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_04fcb9822411e2661d459e27","pf2_014e32cc75613e964bccf940","ce2_0cbaf45ed1d4f5db69b9f697","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0502db66ea45af70f5e89b75","pf2_4f37f41a699ca7511e403104","ce2_4878148a1ec5597b5d74bb5a","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_050382b3b3399760cd038976","pf2_83de5c75cd8e3eed9c391625","ce2_3be8205cef97bb4cb550f027","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0503d9ee4d8e174da50dffae","pf2_7819edec1e718ad37db1bfc0","ce2_548d1b8cf83126ba1063a139","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_050a45e2687a9331bd2af8d1","pf2_dd5e8662e83f4aa227165536","ce2_7367bb74a2863dba5ad12778","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_05115fa23f38ac458d2be1d5","pf2_13dbdf27d4f9b30359c872b0","ce2_7f5f306db500f4958ce3e259","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_051f7d0386ee9fdd8c732568","pf2_440ab72a650d04c21f6d8931","ce2_dfe3b1b3fad1ed87cb3c8cfb","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_052bee633a01843cc8330d39","pf2_6a5700c3b44b001aa0bda865","ce2_6754a495ef2bbd8969ccbf5d","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_05321e24b3e3b0861275d259","pf2_1d8717f687879a65296448c8","ce2_80780ea4f8888904c29cfb72","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_05323abcd805f8a7b239a023","pf2_e2b001e4dc833b785d92a998","ce2_cf7d5a22c8fdb02517b8d95c","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0538272c2e8af8c2ab9ba96f","pf2_ad640f92d3d5c42f74654e10","ce2_4cbc3e185203825dcfa8b939","M12","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_054b5ab6178350623502ce98","pf2_9998fb16c88151e769fb6161","ce2_ce5540a1bb00a44b6111a558","M11","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_056213cc6b7941ea83d652b7","pf2_5e1fc7e5cfb6ac85ebb598e8","ce2_190ddd9c93ce1f6876adbf36","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0566bd9a2ab567f25ef48f3d","pf2_83de5c75cd8e3eed9c391625","ce2_daf73f91110dbd32011a173d","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_05755398e6ed3788fc3c003b","pf2_e2b001e4dc833b785d92a998","ce2_e1fbd0580b19ef49e90fecbc","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_05849db9e7965a963449a9fb","pf2_c415098f6f092326d86b4aa9","ce2_c46716d9bd892996e4569863","M12","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_05866c36e57e5a131c9d5dcf","pf2_cd2ff09d41d379356825fac7","ce2_ea920cf5393bf8b2a33e5eda","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_058a4739a3ce01fecd877e38","pf2_09fa5f08ca9b9221d529eeb6","ce2_ba3b49e4fb8cba810001e030","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_058f995d5e6fcde0dae143bb","pf2_bb54dfc1f89d5084aba89b7a","ce2_98965b72569e0f1a417ccc10","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_05a0eb0c694502ccdeb029bc","pf2_2528e021f2372b8b1771c83a","ce2_86f91025815c3cf5cf4fdfbc","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_05a53a87263e801222a1e55a","pf2_a0de149d94d29ca0d3fff8f6","ce2_fd07b2aae603bff8ee35a6c8","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_05af6c3dd19081a778256664","pf2_ccfcd821294d4a4907199d60","ce2_60b620d89a95768a7ddd543d","M02","M02",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_05e21fda3df2fea0b1f11b18","pf2_ae9cf258bad87b79ded2ee81","ce2_3383611537ee2419a7e6865a","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_05fba1787265553a011f62cc","pf2_ae9cf258bad87b79ded2ee81","ce2_77680e47f3a590482710b8d4","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0616fd2649d6d4a3f7641254","pf2_8f08065cb779fadd37dc476c","ce2_5043f285da6c8b0ede7845d4","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_061f5c21a57beb774f606247","pf2_09fa5f08ca9b9221d529eeb6","ce2_f6728327600360d88451e98f","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_062ce71c1a79c6092446ece2","pf2_8dd6ceb5f7a9e78536712d6e","ce2_d87e9c1f44e09e4c344199da","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0656aa2711c5b9e38c0fa61f","pf2_bb54dfc1f89d5084aba89b7a","ce2_1f84a5849b15caaf950ad7a2","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_066e4f4d2b6d17a7b4439522","pf2_35d72b1983a7a1c3b64139ce","ce2_a2e79c08917cd74507960881","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_067679a568e642a7a9ab0ca8","pf2_ad640f92d3d5c42f74654e10","ce2_4c17fd43da7e003af8d01ff9","M12","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_0691236f8b390952606a5c35","pf2_3d1f8d96694353d12734a79d","ce2_9ecc46d1778073c2a4c2510d","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_06b299267e6a98a049545059","pf2_014e32cc75613e964bccf940","ce2_14958573303fce24bfdc7d9c","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_06c407002f2ec4a6b1dcd70c","pf2_0bf7f854b0241d9d7e9cce17","ce2_adeb23cf5ad27822c8c257f9","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_06d943e9ec27046c8b6e2d60","pf2_04580414929984be28e94b19","ce2_0bb432c914462fddb0962d31","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_06de6ded4d4b7c67553e1e04","pf2_b44984f7fd9719c3da33c58d","ce2_8337d38b9d67ddbd2d6d1278","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_06e03694bb7d82c161504ada","pf2_83de5c75cd8e3eed9c391625","ce2_51d9bb665621f78b5f8ea41f","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_06e282e90dd5d06171227a84","pf2_61a0e68c3d7e80dd02817006","ce2_9f55383d1c4b21f9a47f6d5d","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_070904394a268087ba3588e9","pf2_19b881da356f16e13733bf10","ce2_d90ca867f9f28948b9714f57","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_070a00cc2776db4cda8f7983","pf2_f3f7c212139e2f819dc5083c","ce2_74b3ab34ebc462416da2f74c","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0712436eeda7a7b92edb638e","pf2_d0ad949e07bac62bd12f2c87","ce2_3ec9346d0ca2645f6cc5fd1d","M29","M29",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_07134636ea97663291e55762","pf2_50a1cac55941640e016d5550","ce2_68b9cc681e4a3d33d2412b02","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_07332e3f1e8fe10b8b8e3989","pf2_e4fcecce0a2b139d4b58e038","ce2_f8c9f5d0fd083eff631e5658","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_073553c188289ceb5c48f788","pf2_4b64abd9ea661f9fc035b3c0","ce2_29291f8fd422e772ba3c1c1b","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0756041e810043bb8820f84c","pf2_d162e48dc2d36114ea9fb25d","ce2_927b75faaa8d17d0c0ba0291","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_075fda71dfd94661b70bfa74","pf2_09fa5f08ca9b9221d529eeb6","ce2_a11484969279453c8aa44bca","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_076178496bec1abd2f046b03","pf2_6447af154a1cc27046b2990a","ce2_cb47938b574a2a798e01b996","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_077100ba3c97a541ae9bc613","pf2_36e1bff0b90bbf366a916df1","ce2_0259d1de669fcaff044190ee","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_077bb43a8870b0dc59ddc180","pf2_b3e031366dd65e8f4df143af","ce2_ae4d3f515469e2874f63c9f8","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_07878e33c29d45cb628625a8","pf2_ccfcd821294d4a4907199d60","ce2_d022187ac6b2197050e26c7e","M12","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_07948575914526d17ba14e84","pf2_f5104e60c188a71d1516f994","ce2_c840423f5a05ff1e2d76dc4e","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_079823a106c8949e75d44a8b","pf2_dd5e8662e83f4aa227165536","ce2_bdd2f3405012631f7ba66734","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0799498946dd3a156ee11dfe","pf2_e2b001e4dc833b785d92a998","ce2_20fd1af95a751a55ce802b9b","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_07a769dac1067950815d19a9","pf2_0bf7f854b0241d9d7e9cce17","ce2_04028132f020a148b08f72ec","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_07c4c786cffe8ac01642cf01","pf2_4f37f41a699ca7511e403104","ce2_8196efb02c8d9d7ad6594b39","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_07cb8df3625d3b3a94c1371b","pf2_cd2ff09d41d379356825fac7","ce2_7954fef49b573d7c857a850c","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_07d49050d1b6830b7ad3e3a5","pf2_2528e021f2372b8b1771c83a","ce2_ce5dc5953d74f649d74380fc","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_07dd14a150db694cfec01812","pf2_8f08065cb779fadd37dc476c","ce2_2660ffeb526b97429f82500f","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_07ee67a0aa98c83263e158f9","pf2_09fa5f08ca9b9221d529eeb6","ce2_d6f1e9169ad1f04826d459be","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_07f820a172593d5f8d6e7ed4","pf2_09fa5f08ca9b9221d529eeb6","ce2_416dad0c4f4934cec30ef9e8","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_07fa1c69466bfff75707be26","pf2_04580414929984be28e94b19","ce2_31f7717f95fd4400dd824724","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_080d768c4ca9dd3aab480e29","pf2_22ef33bc4f98e4ed0be3e6cb","ce2_c01b9fd0a21949bb806abec9","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_080ed4a92939a1c6c23353d3","pf2_3d22832d8f9ad257a2846dea","ce2_07a8c6ea32f72edd9b4c274b","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_080ee5ea5d57ceac8ba8c0ed","pf2_5dca0f621713321d3d73e263","ce2_43ab7a2af24ef1069e45063c","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_082d56d8f3e321406c51ec2e","pf2_7dd2698f4c2ccba151c402af","ce2_10f0eb18ad8aa13a1d061453","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_083424a417be1986637e72a5","pf2_74299afa9daaa3273107c723","ce2_a03f67cef886e22d24c9159e","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0844c1999f5dac9a5a9b8df8","pf2_2cac3bf0cb6224729fa8d53e","ce2_5cae473206a4fe58ec19773a","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0844e48f64436430098329ba","pf2_1b38716752eeaead99223fb8","ce2_ad0b1934d1cb3e22c3ae378e","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_085bc044ff511206ab0e77db","pf2_3ad47b92ddd587d639f854a9","ce2_c7f45e9a04f1e34f65db72df","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_085ebace1da1ccef1fccf111","pf2_c3e780aee604874167e67553","ce2_2a9e1d4ab9d0228f9de52344","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_08924e0a5388a347ca015cd2","pf2_625ea416a9f5b375e7c490da","ce2_9b2694c19ed393c6e9b30c2a","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_089440124e2733141e318cf9","pf2_832d8d6844bd2ae0cb1181d4","ce2_aac77358308b7d4077a5ae30","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_089ceccea577f28c02b31ecf","pf2_e91dd4cce53a51fc4da933ae","ce2_483b0f3220a91853d42147c1","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_08a8a712366c6a9c016b759a","pf2_bbb0130738c5de82071447de","ce2_c2c2b3d26eb581a27dac6074","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_08aa6c9a2ce750705fb5f5cd","pf2_8c7a25febcb10e30d1ead94b","ce2_8daec5fb167875c518797ee6","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_08ae0b34db10fa785e179f33","pf2_8f08065cb779fadd37dc476c","ce2_109de507b8e7b83776995520","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_08b3d3a41c9782b06a379166","pf2_f5104e60c188a71d1516f994","ce2_3d2388108af0f9a46065cfe4","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_08bee4d8e37c420ebd369752","pf2_86ea7f60d851e93adaa5463a","ce2_e2a02634581a4f7cd7e38aff","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_08de75bede5a6aa631e32580","pf2_b1169eb051ee8f774a8b120a","ce2_031dc59ab7638a05a14d64b0","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_08de96f118c967c64c219a33","pf2_14b77668b36fcb5b883340d2","ce2_58cebfb17e03f09e4e8a6155","M02","M02",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_08f81c097390b0442a023e25","pf2_e36fc40f2c8a16c8c70cebdf","ce2_2ea114d752c27a3156e3317d","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_08fa614661d09a5f79990e1f","pf2_14b77668b36fcb5b883340d2","ce2_1bb286f83d4c49cf1074876c","M02","M02",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_08faf4398bf69481b3c4c859","pf2_cd2ff09d41d379356825fac7","ce2_30b2eb8c2abb0ba5b4b303d1","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_08fd050912a7359c29bba43c","pf2_4b7dbeea1e40b275db2bc950","ce2_8d61490b59b01117ef4e9480","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0901cc569393ac531398ab7f","pf2_e2b001e4dc833b785d92a998","ce2_2f81c72c0a63953c76af0574","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0902675c65a0737ae7f3b72b","pf2_8335a69e32697ca969360490","ce2_9d0c30058eb6e16ffd92a47b","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0903aa183d7c836645d05bd7","pf2_5a5691cea29578be5f3cdce2","ce2_ae32841cedc842ceedd9ae30","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_09221b12095326676fe0278f","pf2_7dd2698f4c2ccba151c402af","ce2_36f1ca3612d9070939942732","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_092b8d4ed362cfc9b8436dc6","pf2_4b7dbeea1e40b275db2bc950","ce2_9b11317ee7e07ed47525fcf6","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_094f03eca966e842309128cf","pf2_014e32cc75613e964bccf940","ce2_d64e979813ee6f2a461550fc","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_09522100f7dfb81ba00b18b1","pf2_ccfcd821294d4a4907199d60","ce2_42f4bddfdc1daf0e45f232e1","M02","M02",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_095a05285364f92011afbbd3","pf2_b3e031366dd65e8f4df143af","ce2_33a7320ffe8ec3cfe570b2b3","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0973c8a6eb9729f01177047b","pf2_dae62993b0f12a56526d8e0f","ce2_58d47d3d616c87ed03ae0352","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_09b817caf4fdea6fd486a3a3","pf2_b3e031366dd65e8f4df143af","ce2_869fd07079405912a5938989","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_09b98a2150b989dc37f3b969","pf2_74299afa9daaa3273107c723","ce2_95e3035cd7f5d2f5089c81c0","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_09c54f609abab4d5c88db730","pf2_36e1bff0b90bbf366a916df1","ce2_b0ce691456649cd88a2bfd32","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_09e143f4773a8e1b713d9726","pf2_5576ecbbcc774e8e0c3b963e","ce2_0bd8f578a06d496c54f1863d","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_09eb4f2d593924f016d1c020","pf2_36e1bff0b90bbf366a916df1","ce2_77d4e7a894a32d656e7e54b9","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_09f353187b54810d7d781f43","pf2_0bdfe4f2895698685dec17c5","ce2_25a448dc9c871ec7abbaeffc","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0a1981284a5d448b5a2f610d","pf2_af93e905a6db96441d5b6b21","ce2_7419275c87db57fc1c493ca4","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0a331e1662769f6af18fe906","pf2_71285c1018ad6c55259be692","ce2_a25b8c6ab54b7932bf6b69fa","M12","M01",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_0a38065824e67d45bff33f0d","pf2_09fa5f08ca9b9221d529eeb6","ce2_5406dcbd25ef459992abeaf7","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0a38d351ecfd97630aa9303b","pf2_c415098f6f092326d86b4aa9","ce2_06dbdef4633541d2f3da7118","M12","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_0a3d5606b152e486029afc45","pf2_e2b001e4dc833b785d92a998","ce2_28adeda5e0e8809958fc7cc1","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0a433a60d00f5fa052589d28","pf2_9998fb16c88151e769fb6161","ce2_250e98b317cc3a122381fdca","M11","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_0a48073a2f004f8ea3e109b9","pf2_7512ad88c8966f79d2d41477","ce2_db0f14f69f5f900d420e7adb","M02","M02",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0a4809f0cbd0facd534a2327","pf2_b44984f7fd9719c3da33c58d","ce2_c226e6aa9b7bd23539fab36f","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
